"Time","fc1GpsValuesAltitude.mean"
2025-12-07 12:49:52,629
2025-12-07 12:49:52,629
2025-12-07 12:49:52,629
2025-12-07 12:49:53,629
2025-12-07 12:49:53,629
2025-12-07 12:49:53,629
2025-12-07 12:49:53,629
2025-12-07 12:49:53,629
2025-12-07 12:49:54,629
2025-12-07 12:49:54,629
2025-12-07 12:49:54,629
2025-12-07 12:49:54,629
2025-12-07 12:49:54,629
2025-12-07 12:49:55,629
2025-12-07 12:49:55,629
2025-12-07 12:49:55,629
2025-12-07 12:49:55,629
2025-12-07 12:49:55,629
2025-12-07 12:49:56,629
2025-12-07 12:49:56,629
2025-12-07 12:49:56,629
2025-12-07 12:49:56,629
2025-12-07 12:49:56,629
2025-12-07 12:49:57,629
2025-12-07 12:49:57,629
2025-12-07 12:49:57,629
2025-12-07 12:49:57,629
2025-12-07 12:49:57,629
2025-12-07 12:49:58,629
2025-12-07 12:49:58,629
2025-12-07 12:49:58,629
2025-12-07 12:49:58,629
2025-12-07 12:49:58,629
2025-12-07 12:49:59,629
2025-12-07 12:49:59,629
2025-12-07 12:49:59,629
2025-12-07 12:49:59,629
2025-12-07 12:49:59,629
2025-12-07 12:50:00,629
2025-12-07 12:50:00,629
2025-12-07 12:50:00,629
2025-12-07 12:50:00,629
2025-12-07 12:50:00,629
2025-12-07 12:50:01,629
2025-12-07 12:50:01,629
2025-12-07 12:50:01,629
2025-12-07 12:50:01,629
2025-12-07 12:50:01,629
2025-12-07 12:50:02,629
2025-12-07 12:50:02,629
2025-12-07 12:50:02,629
2025-12-07 12:50:02,629
2025-12-07 12:50:02,629
2025-12-07 12:50:03,629
2025-12-07 12:50:03,629
2025-12-07 12:50:03,629
2025-12-07 12:50:03,629
2025-12-07 12:50:03,629
2025-12-07 12:50:04,629
2025-12-07 12:50:04,629
2025-12-07 12:50:04,629
2025-12-07 12:50:04,629
2025-12-07 12:50:04,629
2025-12-07 12:50:05,629
2025-12-07 12:50:05,629
2025-12-07 12:50:05,629
2025-12-07 12:50:05,629
2025-12-07 12:50:05,629
2025-12-07 12:50:06,629
2025-12-07 12:50:06,629
2025-12-07 12:50:06,629
2025-12-07 12:50:06,629
2025-12-07 12:50:06,629
2025-12-07 12:50:07,629
2025-12-07 12:50:07,629
2025-12-07 12:50:07,629
2025-12-07 12:50:07,629
2025-12-07 12:50:07,629
2025-12-07 12:50:08,629
2025-12-07 12:50:08,629
2025-12-07 12:50:08,629
2025-12-07 12:50:08,629
2025-12-07 12:50:08,629
2025-12-07 12:50:09,629
2025-12-07 12:50:09,629
2025-12-07 12:50:09,629
2025-12-07 12:50:09,629
2025-12-07 12:50:09,629
2025-12-07 12:50:10,629
2025-12-07 12:50:10,629
2025-12-07 12:50:10,629
2025-12-07 12:50:10,629
2025-12-07 12:50:10,629
2025-12-07 12:50:11,629
2025-12-07 12:50:11,629
2025-12-07 12:50:11,629
2025-12-07 12:50:11,629
2025-12-07 12:50:11,629
2025-12-07 12:50:12,629
2025-12-07 12:50:12,629
2025-12-07 12:50:12,629
2025-12-07 12:50:12,629
2025-12-07 12:50:12,629
2025-12-07 12:50:13,629
2025-12-07 12:50:13,629
2025-12-07 12:50:13,629
2025-12-07 12:50:13,629
2025-12-07 12:50:13,629
2025-12-07 12:50:14,629
2025-12-07 12:50:14,629
2025-12-07 12:50:14,629
2025-12-07 12:50:14,629
2025-12-07 12:50:14,629
2025-12-07 12:50:15,629
2025-12-07 12:50:15,629
2025-12-07 12:50:15,629
2025-12-07 12:50:15,629
2025-12-07 12:50:15,629
2025-12-07 12:50:16,629
2025-12-07 12:50:16,629
2025-12-07 12:50:16,629
2025-12-07 12:50:16,629
2025-12-07 12:50:16,629
2025-12-07 12:50:17,629
2025-12-07 12:50:17,629
2025-12-07 12:50:17,629
2025-12-07 12:50:17,629
2025-12-07 12:50:17,629
2025-12-07 12:50:18,629
2025-12-07 12:50:18,629
2025-12-07 12:50:18,629
2025-12-07 12:50:18,629
2025-12-07 12:50:18,629
2025-12-07 12:50:19,629
2025-12-07 12:50:19,629
2025-12-07 12:50:19,629
2025-12-07 12:50:19,629
2025-12-07 12:50:19,629
2025-12-07 12:50:20,629
2025-12-07 12:50:20,629
2025-12-07 12:50:20,629
2025-12-07 12:50:20,629
2025-12-07 12:50:20,629
2025-12-07 12:50:21,629
2025-12-07 12:50:21,629
2025-12-07 12:50:21,629
2025-12-07 12:50:21,629
2025-12-07 12:50:21,629
2025-12-07 12:50:22,629
2025-12-07 12:50:22,629
2025-12-07 12:50:22,629
2025-12-07 12:50:22,629
2025-12-07 12:50:22,629
2025-12-07 12:50:23,629
2025-12-07 12:50:23,629
2025-12-07 12:50:23,629
2025-12-07 12:50:23,629
2025-12-07 12:50:23,629
2025-12-07 12:50:24,629
2025-12-07 12:50:24,629
2025-12-07 12:50:24,629
2025-12-07 12:50:24,629
2025-12-07 12:50:24,629
2025-12-07 12:50:25,629
2025-12-07 12:50:25,629
2025-12-07 12:50:25,629
2025-12-07 12:50:25,629
2025-12-07 12:50:25,629
2025-12-07 12:50:26,629
2025-12-07 12:50:26,629
2025-12-07 12:50:26,629
2025-12-07 12:50:26,629
2025-12-07 12:50:26,629
2025-12-07 12:50:27,629
2025-12-07 12:50:27,629
2025-12-07 12:50:27,629
2025-12-07 12:50:27,629
2025-12-07 12:50:27,629
2025-12-07 12:50:28,629
2025-12-07 12:50:28,629
2025-12-07 12:50:28,629
2025-12-07 12:50:28,629
2025-12-07 12:50:28,629
2025-12-07 12:50:29,629
2025-12-07 12:50:29,629
2025-12-07 12:50:29,629
2025-12-07 12:50:29,629
2025-12-07 12:50:29,629
2025-12-07 12:50:30,629
2025-12-07 12:50:30,629
2025-12-07 12:50:30,629
2025-12-07 12:50:30,629
2025-12-07 12:50:30,629
2025-12-07 12:50:31,630
2025-12-07 12:50:31,630
2025-12-07 12:50:31,630
2025-12-07 12:50:31,630
2025-12-07 12:50:31,630
2025-12-07 12:50:32,630
2025-12-07 12:50:32,630
2025-12-07 12:50:32,630
2025-12-07 12:50:32,630
2025-12-07 12:50:32,630
2025-12-07 12:50:33,630
2025-12-07 12:50:33,630
2025-12-07 12:50:33,630
2025-12-07 12:50:33,630
2025-12-07 12:50:33,630
2025-12-07 12:50:34,630
2025-12-07 12:50:34,630
2025-12-07 12:50:34,630
2025-12-07 12:50:34,630
2025-12-07 12:50:34,630
2025-12-07 12:50:35,630
2025-12-07 12:50:35,630
2025-12-07 12:50:35,630
2025-12-07 12:50:35,630
2025-12-07 12:50:35,630
2025-12-07 12:50:36,630
2025-12-07 12:50:36,630
2025-12-07 12:50:36,630
2025-12-07 12:50:36,630
2025-12-07 12:50:36,630
2025-12-07 12:50:37,630
2025-12-07 12:50:37,631
2025-12-07 12:50:37,631
2025-12-07 12:50:37,631
2025-12-07 12:50:37,631
2025-12-07 12:50:38,631
2025-12-07 12:50:38,630
2025-12-07 12:50:38,630
2025-12-07 12:50:38,630
2025-12-07 12:50:38,630
2025-12-07 12:50:39,630
2025-12-07 12:50:39,630
2025-12-07 12:50:39,630
2025-12-07 12:50:39,630
2025-12-07 12:50:39,630
2025-12-07 12:50:40,630
2025-12-07 12:50:40,632
2025-12-07 12:50:40,633
2025-12-07 12:50:40,633
2025-12-07 12:50:40,633
2025-12-07 12:50:41,634
2025-12-07 12:50:41,634
2025-12-07 12:50:41,634
2025-12-07 12:50:41,634
2025-12-07 12:50:41,635
2025-12-07 12:50:42,635
2025-12-07 12:50:42,635
2025-12-07 12:50:42,635
2025-12-07 12:50:42,636
2025-12-07 12:50:42,636
2025-12-07 12:50:43,636
2025-12-07 12:50:43,635
2025-12-07 12:50:43,635
2025-12-07 12:50:43,635
2025-12-07 12:50:43,635
2025-12-07 12:50:44,636
2025-12-07 12:50:44,636
2025-12-07 12:50:44,636
2025-12-07 12:50:44,636
2025-12-07 12:50:44,637
2025-12-07 12:50:45,637
2025-12-07 12:50:45,637
2025-12-07 12:50:45,638
2025-12-07 12:50:45,638
2025-12-07 12:50:45,638
2025-12-07 12:50:46,638
2025-12-07 12:50:46,639
2025-12-07 12:50:46,639
2025-12-07 12:50:46,639
2025-12-07 12:50:46,639
2025-12-07 12:50:47,640
2025-12-07 12:50:47,652
2025-12-07 12:50:47,655
2025-12-07 12:50:47,656
2025-12-07 12:50:47,657
2025-12-07 12:50:48,657
2025-12-07 12:50:48,658
2025-12-07 12:50:48,659
2025-12-07 12:50:48,700
2025-12-07 12:50:48,702
2025-12-07 12:50:49,704
2025-12-07 12:50:49,706
2025-12-07 12:50:49,707
2025-12-07 12:50:49,709
2025-12-07 12:50:49,703
2025-12-07 12:50:50,704
2025-12-07 12:50:50,723
2025-12-07 12:50:50,760
2025-12-07 12:50:50,763
2025-12-07 12:50:50,766
2025-12-07 12:50:51,768
2025-12-07 12:50:51,777
2025-12-07 12:50:51,780
2025-12-07 12:50:51,782
2025-12-07 12:50:51,785
2025-12-07 12:50:52,2129
2025-12-07 12:50:52,2805
2025-12-07 12:50:52,2812
2025-12-07 12:50:52,2819
2025-12-07 12:50:52,2826
2025-12-07 12:50:53,2833
2025-12-07 12:50:53,2848
2025-12-07 12:50:53,2860
2025-12-07 12:50:53,2867
2025-12-07 12:50:53,2874
2025-12-07 12:50:54,2881
2025-12-07 12:50:54,2973
2025-12-07 12:50:54,2998
2025-12-07 12:50:54,3007
2025-12-07 12:50:54,3016
2025-12-07 12:50:55,3047
2025-12-07 12:50:55,3105
2025-12-07 12:50:55,3115
2025-12-07 12:50:55,3124
2025-12-07 12:50:55,3134
2025-12-07 12:50:56,3147
2025-12-07 12:50:56,3160
2025-12-07 12:50:56,3169
2025-12-07 12:50:56,3178
2025-12-07 12:50:56,3187
2025-12-07 12:50:57,3195
2025-12-07 12:50:57,3205
2025-12-07 12:50:57,3213
2025-12-07 12:50:57,3221
2025-12-07 12:50:57,3229
2025-12-07 12:50:58,3237
2025-12-07 12:50:58,3245
2025-12-07 12:50:58,3250
2025-12-07 12:50:58,3258
2025-12-07 12:50:58,3265
2025-12-07 12:50:59,3273
2025-12-07 12:50:59,3282
2025-12-07 12:50:59,3290
2025-12-07 12:50:59,3297
2025-12-07 12:50:59,3305
2025-12-07 12:51:00,3313
2025-12-07 12:51:00,3321
2025-12-07 12:51:00,3328
2025-12-07 12:51:00,3336
2025-12-07 12:51:00,3343
2025-12-07 12:51:01,3351
2025-12-07 12:51:01,3359
2025-12-07 12:51:01,3367
2025-12-07 12:51:01,3375
2025-12-07 12:51:01,3382
2025-12-07 12:51:02,3390
2025-12-07 12:51:02,3398
2025-12-07 12:51:02,3406
2025-12-07 12:51:02,3414
2025-12-07 12:51:02,3422
2025-12-07 12:51:03,3430
2025-12-07 12:51:03,3437
2025-12-07 12:51:03,3445
2025-12-07 12:51:03,3452
2025-12-07 12:51:03,3460
2025-12-07 12:51:04,3468
2025-12-07 12:51:04,3477
2025-12-07 12:51:04,3484
2025-12-07 12:51:04,3492
2025-12-07 12:51:04,3458
2025-12-07 12:51:05,3467
2025-12-07 12:51:05,3474
2025-12-07 12:51:05,3481
2025-12-07 12:51:05,3489
2025-12-07 12:51:05,3498
2025-12-07 12:51:06,3503
2025-12-07 12:51:06,3499
2025-12-07 12:51:06,3506
2025-12-07 12:51:06,3514
2025-12-07 12:51:06,3522
2025-12-07 12:51:07,3530
2025-12-07 12:51:07,3537
2025-12-07 12:51:07,3545
2025-12-07 12:51:07,3553
2025-12-07 12:51:07,3560
2025-12-07 12:51:08,3569
2025-12-07 12:51:08,3371
2025-12-07 12:51:08,3165
2025-12-07 12:51:08,3159
2025-12-07 12:51:08,3154
2025-12-07 12:51:09,3149
2025-12-07 12:51:09,3135
2025-12-07 12:51:09,3078
2025-12-07 12:51:09,3072
2025-12-07 12:51:09,3066
2025-12-07 12:51:10,3060
2025-12-07 12:51:10,3050
2025-12-07 12:51:10,3043
2025-12-07 12:51:10,3038
2025-12-07 12:51:10,3032
2025-12-07 12:51:11,3025
2025-12-07 12:51:11,3016
2025-12-07 12:51:11,3010
2025-12-07 12:51:11,3004
2025-12-07 12:51:11,2998
2025-12-07 12:51:12,2992
2025-12-07 12:51:12,2985
2025-12-07 12:51:12,2979
2025-12-07 12:51:12,2973
2025-12-07 12:51:12,2966
2025-12-07 12:51:13,2960
2025-12-07 12:51:13,2954
2025-12-07 12:51:13,2947
2025-12-07 12:51:13,2941
2025-12-07 12:51:13,2935
2025-12-07 12:51:14,2929
2025-12-07 12:51:14,2923
2025-12-07 12:51:14,2917
2025-12-07 12:51:14,2910
2025-12-07 12:51:14,2904
2025-12-07 12:51:15,2897
2025-12-07 12:51:15,2891
2025-12-07 12:51:15,2885
2025-12-07 12:51:15,2879
2025-12-07 12:51:15,2873
2025-12-07 12:51:16,2867
2025-12-07 12:51:16,2860
2025-12-07 12:51:16,2854
2025-12-07 12:51:16,2848
2025-12-07 12:51:16,2842
2025-12-07 12:51:17,2835
2025-12-07 12:51:17,2829
2025-12-07 12:51:17,2823
2025-12-07 12:51:17,2817
2025-12-07 12:51:17,2811
2025-12-07 12:51:18,2805
2025-12-07 12:51:18,2798
2025-12-07 12:51:18,2792
2025-12-07 12:51:18,2786
2025-12-07 12:51:18,2779
2025-12-07 12:51:19,2773
2025-12-07 12:51:19,2767
2025-12-07 12:51:19,2760
2025-12-07 12:51:19,2754
2025-12-07 12:51:19,2749
2025-12-07 12:51:20,2743
2025-12-07 12:51:20,2736
2025-12-07 12:51:20,2730
2025-12-07 12:51:20,2723
2025-12-07 12:51:20,2718
2025-12-07 12:51:21,2711
2025-12-07 12:51:21,2705
2025-12-07 12:51:21,2699
2025-12-07 12:51:21,2693
2025-12-07 12:51:21,2686
2025-12-07 12:51:22,2683
2025-12-07 12:51:22,2690
2025-12-07 12:51:22,2690
2025-12-07 12:51:22,2690
2025-12-07 12:51:22,2690
2025-12-07 12:51:23,2690
2025-12-07 12:51:23,2690
2025-12-07 12:51:23,2690
2025-12-07 12:51:23,2690
2025-12-07 12:51:23,2690
2025-12-07 12:51:24,2690
2025-12-07 12:51:24,2690
2025-12-07 12:51:24,2690
2025-12-07 12:51:24,2690
2025-12-07 12:51:24,2690
2025-12-07 12:51:25,2690
2025-12-07 12:51:25,2690
2025-12-07 12:51:25,2690
2025-12-07 12:51:25,2690
2025-12-07 12:51:25,2690
